id,device_id,area,timestamp,voltage,current,power,energy,temperature,occupancy,created_at
408,LAB-01,Computer Laboratory 1,2026-08-23 12:58:37,227.8,2.55,580.89,7.361,25.6,1,2026-08-23 12:17:06.611619
409,LAB-02,Computer Laboratory 2,2026-08-23 12:58:37,227.1,3.64,826.64,7.3484,25.9,3,2026-08-23 12:17:06.611621
410,LIB-01,Library,2026-08-23 12:58:37,230.6,1.77,408.16,7.1855,24.7,0,2026-08-23 12:17:06.611622
411,ADMIN-01,Administrative Office,2026-08-23 13:13:37,232.3,1.98,459.95,4.918,25.8,1,2026-08-23 12:17:06.611623
412,CLASS-01,Classroom 1,2026-08-23 13:13:37,230.5,2.22,511.71,3.7439,29.2,6,2026-08-23 12:17:06.611625
413,LAB-01,Computer Laboratory 1,2026-08-23 13:13:37,235.1,2.45,576.0,7.505,26.0,0,2026-08-23 12:17:06.611626
414,LAB-02,Computer Laboratory 2,2026-08-23 13:13:37,228.7,2.82,644.93,7.5096,25.2,0,2026-08-23 12:17:06.611627
415,LIB-01,Library,2026-08-23 13:13:37,231.7,2.89,669.61,7.3529,25.0,4,2026-08-23 12:17:06.611628
416,ADMIN-01,Administrative Office,2026-08-23 13:28:37,232.4,1.25,290.5,4.9906,26.2,0,2026-08-23 12:17:06.611630
417,CLASS-01,Classroom 1,2026-08-23 13:28:37,230.8,2.16,498.53,3.8685,29.1,6,2026-08-23 12:17:06.611631
418,LAB-01,Computer Laboratory 1,2026-08-23 13:28:37,226.5,3.98,901.47,7.7304,25.8,3,2026-08-23 12:17:06.611633
419,LAB-02,Computer Laboratory 2,2026-08-23 13:28:37,230.7,3.6,830.52,7.7172,26.0,3,2026-08-23 12:17:06.611634
420,LIB-01,Library,2026-08-23 13:28:37,231.6,2.87,664.69,7.5191,24.5,3,2026-08-23 12:17:06.611772
421,ADMIN-01,Administrative Office,2026-08-23 13:43:37,228.1,1.62,369.52,5.083,25.8,0,2026-08-23 12:17:06.611779
422,CLASS-01,Classroom 1,2026-08-23 13:43:37,229.9,0.92,211.51,3.9214,29.0,0,2026-08-23 12:17:06.611780
423,LAB-01,Computer Laboratory 1,2026-08-23 13:43:37,226.7,3.25,736.77,7.9146,25.3,2,2026-08-23 12:17:06.611782
424,LAB-02,Computer Laboratory 2,2026-08-23 13:43:37,227.0,3.21,728.67,7.8994,25.9,2,2026-08-23 12:17:06.611783
425,LIB-01,Library,2026-08-23 13:43:37,231.2,2.73,631.18,7.6769,24.4,2,2026-08-23 12:17:06.611785
426,ADMIN-01,Administrative Office,2026-08-23 13:58:37,231.5,1.92,444.48,5.1941,26.0,1,2026-08-23 12:17:06.611787
427,CLASS-01,Classroom 1,2026-08-23 13:58:37,232.5,1.6,372.0,4.0144,29.3,4,2026-08-23 12:17:06.611790
428,LAB-01,Computer Laboratory 1,2026-08-23 13:58:37,228.7,3.58,818.75,8.1193,26.2,3,2026-08-23 12:17:06.611791
429,LAB-02,Computer Laboratory 2,2026-08-23 13:58:37,233.6,2.87,670.43,8.067,25.6,0,2026-08-23 12:17:06.611792
430,LIB-01,Library,2026-08-23 13:58:37,227.8,2.73,621.89,7.8324,24.3,3,2026-08-23 12:17:06.611810
431,ADMIN-01,Administrative Office,2026-08-23 14:13:37,231.4,2.04,472.06,5.3121,25.5,0,2026-08-23 12:17:06.611811
432,CLASS-01,Classroom 1,2026-08-23 14:13:37,226.0,1.48,334.48,4.098,28.5,0,2026-08-23 12:17:06.611813
433,LAB-01,Computer Laboratory 1,2026-08-23 14:13:37,231.6,2.32,537.31,8.2536,26.0,0,2026-08-23 12:17:06.611814
434,LAB-02,Computer Laboratory 2,2026-08-23 14:13:37,229.6,2.38,546.45,8.2036,26.0,1,2026-08-23 12:17:06.611816
435,LIB-01,Library,2026-08-23 14:13:37,229.7,3.06,702.88,8.0081,24.2,4,2026-08-23 12:17:06.611817
436,ADMIN-01,Administrative Office,2026-08-23 14:28:37,227.3,2.13,484.15,5.4331,25.8,1,2026-08-23 12:17:06.611818
437,CLASS-01,Classroom 1,2026-08-23 14:28:37,230.6,1.27,292.86,4.1712,28.7,2,2026-08-23 12:17:06.611820
438,LAB-01,Computer Laboratory 1,2026-08-23 14:28:37,232.5,2.86,664.95,8.4198,25.3,2,2026-08-23 12:17:06.611821
439,LAB-02,Computer Laboratory 2,2026-08-23 14:28:37,227.2,2.99,679.33,8.3734,25.7,2,2026-08-23 12:17:06.611823
440,LIB-01,Library,2026-08-23 14:28:37,232.4,3.08,715.79,8.187,24.4,5,2026-08-23 12:17:06.611824
441,ADMIN-01,Administrative Office,2026-08-23 14:43:37,228.1,2.09,476.73,5.5523,26.5,0,2026-08-23 12:17:06.611825
442,CLASS-01,Classroom 1,2026-08-23 14:43:37,229.6,1.62,371.95,4.2642,28.4,3,2026-08-23 12:17:06.611827
443,LAB-01,Computer Laboratory 1,2026-08-23 14:43:37,225.7,2.48,559.74,8.5597,26.1,1,2026-08-23 12:17:06.611828
444,LAB-02,Computer Laboratory 2,2026-08-23 14:43:37,230.9,3.9,900.51,8.5985,25.8,3,2026-08-23 12:17:06.611829
445,LIB-01,Library,2026-08-23 14:43:37,233.5,3.01,702.83,8.3627,24.0,3,2026-08-23 12:17:06.611831
446,ADMIN-01,Administrative Office,2026-08-23 14:58:37,231.7,1.88,435.6,5.6612,26.2,0,2026-08-23 12:17:06.611832
447,CLASS-01,Classroom 1,2026-08-23 14:58:37,230.3,1.17,269.45,4.3316,28.5,0,2026-08-23 12:17:06.611834
448,LAB-01,Computer Laboratory 1,2026-08-23 14:58:37,226.4,3.71,839.94,8.7697,26.2,3,2026-08-23 12:17:06.611835
449,LAB-02,Computer Laboratory 2,2026-08-23 14:58:37,227.8,3.02,687.96,8.7705,26.2,2,2026-08-23 12:17:06.611836
450,LIB-01,Library,2026-08-23 14:58:37,233.1,2.17,505.83,8.4892,24.4,1,2026-08-23 12:17:06.611837
451,ADMIN-01,Administrative Office,2026-08-23 15:13:37,229.5,2.11,484.24,5.7823,26.6,1,2026-08-23 12:17:06.611839
452,CLASS-01,Classroom 1,2026-08-23 15:13:37,233.6,1.27,296.67,4.4058,29.1,2,2026-08-23 12:17:06.611840
453,LAB-01,Computer Laboratory 1,2026-08-23 15:13:37,232.7,4.53,1054.13,9.0332,26.0,4,2026-08-23 12:17:06.611841
454,LAB-02,Computer Laboratory 2,2026-08-23 15:13:37,231.5,2.84,657.46,8.9349,25.5,2,2026-08-23 12:17:06.611843
455,LIB-01,Library,2026-08-23 15:13:37,229.3,2.67,612.23,8.6423,24.4,2,2026-08-23 12:17:06.611844
456,ADMIN-01,Administrative Office,2026-08-23 15:28:37,229.2,1.64,375.89,5.8763,25.7,0,2026-08-23 12:17:06.611846
457,CLASS-01,Classroom 1,2026-08-23 15:28:37,230.7,1.46,336.82,4.49,28.7,0,2026-08-23 12:17:06.611847
458,LAB-01,Computer Laboratory 1,2026-08-23 15:28:37,231.6,3.94,912.5,9.2613,26.1,4,2026-08-23 12:17:06.611848
459,LAB-02,Computer Laboratory 2,2026-08-23 15:28:37,226.4,1.96,443.74,9.0458,26.1,0,2026-08-23 12:17:06.611850
460,LIB-01,Library,2026-08-23 15:28:37,232.2,2.77,643.19,8.8031,24.5,4,2026-08-23 12:17:06.611851
461,ADMIN-01,Administrative Office,2026-08-23 15:43:37,231.0,1.7,392.7,5.9745,25.9,0,2026-08-23 12:17:06.611853
462,CLASS-01,Classroom 1,2026-08-23 15:43:37,229.1,2.1,481.11,4.6103,28.5,6,2026-08-23 12:17:06.611854
463,LAB-01,Computer Laboratory 1,2026-08-23 15:43:37,234.4,2.54,595.38,9.4101,25.4,0,2026-08-23 12:17:06.611856
464,LAB-02,Computer Laboratory 2,2026-08-23 15:43:37,231.4,2.56,592.38,9.1939,25.5,1,2026-08-23 12:17:06.611857
465,LIB-01,Library,2026-08-23 15:43:37,233.1,2.06,480.19,8.9231,24.5,1,2026-08-23 12:17:06.611858
466,ADMIN-01,Administrative Office,2026-08-23 15:58:37,231.0,1.22,281.82,6.045,26.2,0,2026-08-23 12:17:06.611859
467,CLASS-01,Classroom 1,2026-08-23 15:58:37,230.4,1.25,288.0,4.6823,28.6,1,2026-08-23 12:17:06.611861
468,LAB-01,Computer Laboratory 1,2026-08-23 15:58:37,229.5,4.15,952.43,9.6482,26.0,4,2026-08-23 12:17:06.611862
469,LAB-02,Computer Laboratory 2,2026-08-23 15:58:37,234.1,3.74,875.53,9.4128,25.8,3,2026-08-23 12:17:06.611864
470,LIB-01,Library,2026-08-23 15:58:37,229.7,2.46,565.06,9.0644,24.8,1,2026-08-23 12:17:06.611865
471,ADMIN-01,Administrative Office,2026-08-23 16:13:37,227.2,2.14,486.21,6.1666,26.2,1,2026-08-23 12:17:06.611866
472,CLASS-01,Classroom 1,2026-08-23 16:13:37,226.4,0.49,110.94,4.71,28.9,0,2026-08-23 12:17:06.611870
473,LAB-01,Computer Laboratory 1,2026-08-23 16:13:37,229.5,4.33,993.74,9.8966,26.2,4,2026-08-23 12:17:06.611871
474,LAB-02,Computer Laboratory 2,2026-08-23 16:13:37,230.9,3.46,798.91,9.6125,26.1,3,2026-08-23 12:17:06.611873
475,LIB-01,Library,2026-08-23 16:13:37,229.2,2.47,566.12,9.2059,24.4,2,2026-08-23 12:17:06.611874
476,ADMIN-01,Administrative Office,2026-08-23 16:28:37,228.8,2.23,510.22,6.2942,25.8,1,2026-08-23 12:17:06.611875
477,CLASS-01,Classroom 1,2026-08-23 16:28:37,229.1,0.56,128.3,4.7421,28.6,0,2026-08-23 12:17:06.611877
478,LAB-01,Computer Laboratory 1,2026-08-23 16:28:37,228.2,3.77,860.31,10.1117,25.4,3,2026-08-23 12:17:06.611878
479,LAB-02,Computer Laboratory 2,2026-08-23 16:28:37,229.4,2.96,679.02,9.7823,25.4,2,2026-08-23 12:17:06.611880
480,LIB-01,Library,2026-08-23 16:28:37,226.6,2.59,586.89,9.3526,24.3,3,2026-08-23 12:17:06.611881
481,ADMIN-01,Administrative Office,2026-08-23 16:43:37,230.2,1.95,448.89,6.4064,26.2,0,2026-08-23 12:17:06.611882
482,CLASS-01,Classroom 1,2026-08-23 16:43:37,228.9,0.49,112.16,4.7701,28.8,0,2026-08-23 12:17:06.611883
483,LAB-01,Computer Laboratory 1,2026-08-23 16:43:37,230.7,2.49,574.44,10.2553,25.6,1,2026-08-23 12:17:06.611885
484,LAB-02,Computer Laboratory 2,2026-08-23 16:43:37,229.6,2.68,615.33,9.9361,25.6,1,2026-08-23 12:17:06.611886
485,LIB-01,Library,2026-08-23 16:43:37,228.7,3.22,736.41,9.5367,24.7,4,2026-08-23 12:17:06.611887
486,ADMIN-01,Administrative Office,2026-08-23 16:58:37,231.1,1.81,418.29,6.511,26.3,0,2026-08-23 12:17:06.611889
487,CLASS-01,Classroom 1,2026-08-23 16:58:37,232.4,0.4,92.96,4.7933,28.8,0,2026-08-23 12:17:06.611890
488,LAB-01,Computer Laboratory 1,2026-08-23 16:58:37,229.7,3.1,712.07,10.4333,25.3,2,2026-08-23 12:17:06.611891
489,LAB-02,Computer Laboratory 2,2026-08-23 16:58:37,229.8,2.77,636.55,10.0952,26.0,1,2026-08-23 12:17:06.611893
490,LIB-01,Library,2026-08-23 16:58:37,222.9,3.06,682.07,9.7072,24.3,5,2026-08-23 12:17:06.611894
491,ADMIN-01,Administrative Office,2026-08-23 17:13:37,229.0,1.95,446.55,6.6226,24.4,1,2026-08-23 12:17:06.611895
492,CLASS-01,Classroom 1,2026-08-23 17:13:37,228.1,0.57,130.02,4.8258,26.1,0,2026-08-23 12:17:06.611897
493,LAB-01,Computer Laboratory 1,2026-08-23 17:13:37,234.8,2.76,648.05,10.5953,24.3,1,2026-08-23 12:17:06.611898
494,LAB-02,Computer Laboratory 2,2026-08-23 17:13:37,230.9,2.85,658.07,10.2597,24.0,2,2026-08-23 12:17:06.611899
495,LIB-01,Library,2026-08-23 17:13:37,230.0,3.38,777.4,9.9015,23.4,5,2026-08-23 12:17:06.611900
496,ADMIN-01,Administrative Office,2026-08-23 17:28:37,228.2,1.47,335.45,6.7065,24.2,0,2026-08-23 12:17:06.611902
497,CLASS-01,Classroom 1,2026-08-23 17:28:37,232.0,0.49,113.68,4.8542,26.3,0,2026-08-23 12:17:06.611903
498,LAB-01,Computer Laboratory 1,2026-08-23 17:28:37,232.7,3.91,909.86,10.8228,24.5,3,2026-08-23 12:17:06.611904
499,LAB-02,Computer Laboratory 2,2026-08-23 17:28:37,230.6,2.35,541.91,10.3952,23.7,1,2026-08-23 12:17:06.611906
500,LIB-01,Library,2026-08-23 17:28:37,226.5,3.17,718.0,10.081,23.6,5,2026-08-23 12:17:06.611907
501,LAB-01,Computer Laboratory 1,2026-08-23 10:00:00,230.5,10.2,2351.1,0.5,25.4,15,2026-08-23 12:17:22.466466
502,LAB-01,Computer Laboratory 1,2026-08-23 10:00:00,230.5,10.2,2351.1,0.5,25.4,15,2026-08-23 12:18:24.128909
503,LAB-01,Computer Laboratory 1,2026-08-23 10:00:00,230.5,10.2,2351.1,0.5,25.4,15,2026-08-23 12:30:14.796120
504,LAB-01,Computer Laboratory 1,2026-08-23 10:00:00,230.5,10.2,2351.1,0.5,25.4,15,2026-08-23 12:34:41.223775
505,ADMIN-01,Administrative Office,2026-08-23 17:14:55,223.9,1.89,423.17,0.1058,24.6,1,2026-08-23 16:44:55.601466
506,CLASS-01,Classroom 1,2026-08-23 17:14:55,231.7,0.31,71.83,0.018,26.8,0,2026-08-23 16:44:55.601470
507,LAB-01,Computer Laboratory 1,2026-08-23 17:14:55,231.2,2.85,658.92,0.1647,23.9,0,2026-08-23 16:44:55.601471
508,LAB-02,Computer Laboratory 2,2026-08-23 17:14:55,226.2,2.76,624.31,0.1561,24.0,1,2026-08-23 16:44:55.601472
509,LIB-01,Library,2026-08-23 17:14:55,230.0,2.45,563.5,0.1409,22.9,1,2026-08-23 16:44:55.601473
510,ADMIN-01,Administrative Office,2026-08-23 17:29:55,229.7,1.76,404.27,0.2069,24.6,0,2026-08-23 16:44:55.601474
511,CLASS-01,Classroom 1,2026-08-23 17:29:55,230.2,0.6,138.12,0.0525,26.8,0,2026-08-23 16:44:55.601475
512,LAB-01,Computer Laboratory 1,2026-08-23 17:29:55,232.2,4.03,935.77,0.3986,24.0,3,2026-08-23 16:44:55.601476
513,LAB-02,Computer Laboratory 2,2026-08-23 17:29:55,231.5,2.9,671.35,0.3239,24.0,0,2026-08-23 16:44:55.601476
514,LIB-01,Library,2026-08-23 17:29:55,227.4,3.06,695.84,0.3149,23.7,5,2026-08-23 16:44:55.601477
515,ADMIN-01,Administrative Office,2026-08-23 17:44:55,230.5,1.95,449.47,0.3193,24.8,1,2026-08-23 16:44:55.601478
516,CLASS-01,Classroom 1,2026-08-23 17:44:55,226.2,0.56,126.67,0.0842,26.8,0,2026-08-23 16:44:55.601479
517,LAB-01,Computer Laboratory 1,2026-08-23 17:44:55,232.2,4.25,986.85,0.6453,23.8,4,2026-08-23 16:44:55.601480
518,LAB-02,Computer Laboratory 2,2026-08-23 17:44:55,227.6,3.35,762.46,0.5145,24.3,2,2026-08-23 16:44:55.601480
519,LIB-01,Library,2026-08-23 17:44:55,228.8,3.11,711.57,0.4928,23.0,4,2026-08-23 16:44:55.601481
520,ADMIN-01,Administrative Office,2026-08-23 17:59:55,234.1,1.66,388.61,0.4165,24.1,0,2026-08-23 16:44:55.601482
521,CLASS-01,Classroom 1,2026-08-23 17:59:55,231.8,0.49,113.58,0.1126,25.9,0,2026-08-23 16:44:55.601483
522,LAB-01,Computer Laboratory 1,2026-08-23 17:59:55,225.6,1.97,444.43,0.7564,24.3,0,2026-08-23 16:44:55.601484
523,LAB-02,Computer Laboratory 2,2026-08-23 17:59:55,232.9,2.34,544.99,0.6507,24.1,0,2026-08-23 16:44:55.601484
524,LIB-01,Library,2026-08-23 17:59:55,231.8,2.85,660.63,0.658,23.1,4,2026-08-23 16:44:55.601485
525,ADMIN-01,Administrative Office,2026-08-23 18:14:55,233.8,0.78,182.36,0.4621,24.2,0,2026-08-23 16:44:55.601486
526,CLASS-01,Classroom 1,2026-08-23 18:14:55,231.2,0.46,106.35,0.1392,26.7,0,2026-08-23 16:44:55.601487
527,LAB-01,Computer Laboratory 1,2026-08-23 18:14:55,230.2,0.7,161.14,0.7967,24.3,0,2026-08-23 16:44:55.601488
528,LAB-02,Computer Laboratory 2,2026-08-23 18:14:55,227.9,0.79,180.04,0.6957,24.2,0,2026-08-23 16:44:55.601488
529,LIB-01,Library,2026-08-23 18:14:55,227.7,2.21,503.22,0.7838,23.4,0,2026-08-23 16:44:55.601489
530,ADMIN-01,Administrative Office,2026-08-23 18:29:55,234.6,0.81,190.03,0.5096,24.6,0,2026-08-23 16:44:55.601490
531,CLASS-01,Classroom 1,2026-08-23 18:29:55,229.3,0.43,98.6,0.1638,26.3,0,2026-08-23 16:44:55.601491
532,LAB-01,Computer Laboratory 1,2026-08-23 18:29:55,232.0,0.76,176.32,0.8408,24.1,0,2026-08-23 16:44:55.601491
533,LAB-02,Computer Laboratory 2,2026-08-23 18:29:55,232.5,0.97,225.53,0.7521,23.5,0,2026-08-23 16:44:55.601492
534,LIB-01,Library,2026-08-23 18:29:55,227.1,2.96,672.22,0.9519,23.4,3,2026-08-23 16:44:55.601493
535,ADMIN-01,Administrative Office,2026-08-23 18:44:55,229.1,0.83,190.15,0.5571,24.2,0,2026-08-23 16:44:55.601494
536,CLASS-01,Classroom 1,2026-08-23 18:44:55,229.2,0.5,114.6,0.1924,26.6,0,2026-08-23 16:44:55.601495
537,LAB-01,Computer Laboratory 1,2026-08-23 18:44:55,229.2,1.19,272.75,0.909,24.0,0,2026-08-23 16:44:55.601495
538,LAB-02,Computer Laboratory 2,2026-08-23 18:44:55,230.5,1.13,260.46,0.8172,23.8,0,2026-08-23 16:44:55.601496
539,LIB-01,Library,2026-08-23 18:44:55,229.5,3.18,729.81,1.1344,23.0,5,2026-08-23 16:44:55.601497
540,ADMIN-01,Administrative Office,2026-08-23 18:59:55,227.2,0.89,202.21,0.6077,24.7,0,2026-08-23 16:44:55.601498
541,CLASS-01,Classroom 1,2026-08-23 18:59:55,225.9,0.47,106.17,0.2189,26.3,0,2026-08-23 16:44:55.601499
542,LAB-01,Computer Laboratory 1,2026-08-23 18:59:55,226.5,1.16,262.74,0.9747,23.4,0,2026-08-23 16:44:55.601499
543,LAB-02,Computer Laboratory 2,2026-08-23 18:59:55,227.0,0.75,170.25,0.8598,23.4,0,2026-08-23 16:44:55.601500
544,LIB-01,Library,2026-08-23 18:59:55,231.7,2.76,639.49,1.2943,23.5,3,2026-08-23 16:44:55.601501
545,ADMIN-01,Administrative Office,2026-08-23 19:14:55,226.1,0.64,144.7,0.6439,23.0,0,2026-08-23 16:44:55.601502
546,CLASS-01,Classroom 1,2026-08-23 19:14:55,227.4,0.5,113.7,0.2473,24.5,0,2026-08-23 16:44:55.601502
547,LAB-01,Computer Laboratory 1,2026-08-23 19:14:55,227.9,0.94,214.23,1.0283,22.9,0,2026-08-23 16:44:55.601503
548,LAB-02,Computer Laboratory 2,2026-08-23 19:14:55,228.9,0.76,173.96,0.9033,23.0,0,2026-08-23 16:44:55.601504
549,LIB-01,Library,2026-08-23 19:14:55,229.7,2.96,679.91,1.4643,22.5,3,2026-08-23 16:44:55.601505
550,ADMIN-01,Administrative Office,2026-08-23 19:29:55,226.7,0.72,163.22,0.6847,23.1,0,2026-08-23 16:44:55.601506
551,CLASS-01,Classroom 1,2026-08-23 19:29:55,227.3,0.34,77.28,0.2666,24.5,0,2026-08-23 16:44:55.601506
552,LAB-01,Computer Laboratory 1,2026-08-23 19:29:55,226.2,1.01,228.46,1.0854,23.0,0,2026-08-23 16:44:55.601507
553,LAB-02,Computer Laboratory 2,2026-08-23 19:29:55,229.3,0.97,222.42,0.9589,22.2,0,2026-08-23 16:44:55.601508
554,LIB-01,Library,2026-08-23 19:29:55,229.7,3.13,718.96,1.644,22.2,4,2026-08-23 16:44:55.601509
555,ADMIN-01,Administrative Office,2026-08-23 19:44:55,229.8,0.55,126.39,0.7163,23.6,0,2026-08-23 16:44:55.601510
556,CLASS-01,Classroom 1,2026-08-23 19:44:55,227.8,0.55,125.29,0.2979,25.3,0,2026-08-23 16:44:55.601510
557,LAB-01,Computer Laboratory 1,2026-08-23 19:44:55,229.9,0.8,183.92,1.1314,23.1,0,2026-08-23 16:44:55.601511
558,LAB-02,Computer Laboratory 2,2026-08-23 19:44:55,229.2,0.69,158.15,0.9984,22.5,0,2026-08-23 16:44:55.601512
559,LIB-01,Library,2026-08-23 19:44:55,231.5,2.58,597.27,1.7933,22.4,0,2026-08-23 16:44:55.601513
560,ADMIN-01,Administrative Office,2026-08-23 19:59:55,227.5,0.72,163.8,0.7573,23.0,0,2026-08-23 16:44:55.601513
561,CLASS-01,Classroom 1,2026-08-23 19:59:55,230.4,0.37,85.25,0.3192,24.6,0,2026-08-23 16:44:55.601514
562,LAB-01,Computer Laboratory 1,2026-08-23 19:59:55,232.4,0.96,223.1,1.1872,22.6,0,2026-08-23 16:44:55.601515
563,LAB-02,Computer Laboratory 2,2026-08-23 19:59:55,231.6,1.19,275.6,1.0673,22.8,0,2026-08-23 16:44:55.601516
564,LIB-01,Library,2026-08-23 19:59:55,230.8,3.01,694.71,1.967,22.8,4,2026-08-23 16:44:55.601517
565,ADMIN-01,Administrative Office,2026-08-23 20:14:55,223.8,0.82,183.52,0.8032,23.3,0,2026-08-23 16:44:55.601517
566,CLASS-01,Classroom 1,2026-08-23 20:14:55,225.2,0.55,123.86,0.3502,24.7,0,2026-08-23 16:44:55.601518
567,LAB-01,Computer Laboratory 1,2026-08-23 20:14:55,227.5,0.69,156.97,1.2264,23.0,0,2026-08-23 16:44:55.601519
568,LAB-02,Computer Laboratory 2,2026-08-23 20:14:55,232.0,0.88,204.16,1.1183,22.3,0,2026-08-23 16:44:55.601520
569,LIB-01,Library,2026-08-23 20:14:55,229.7,0.83,190.65,2.0147,22.1,0,2026-08-23 16:44:55.601521
570,ADMIN-01,Administrative Office,2026-08-23 20:29:55,229.9,0.47,108.05,0.8302,23.3,0,2026-08-23 16:44:55.601521
571,CLASS-01,Classroom 1,2026-08-23 20:29:55,232.0,0.4,92.8,0.3734,24.9,0,2026-08-23 16:44:55.601522
572,LAB-01,Computer Laboratory 1,2026-08-23 20:29:55,230.9,0.77,177.79,1.2708,22.9,0,2026-08-23 16:44:55.601523
573,LAB-02,Computer Laboratory 2,2026-08-23 20:29:55,227.7,0.93,211.76,1.1712,22.4,0,2026-08-23 16:44:55.601524
574,LIB-01,Library,2026-08-23 20:29:55,231.8,0.88,203.98,2.0657,22.0,0,2026-08-23 16:44:55.601524
575,ADMIN-01,Administrative Office,2026-08-23 20:44:55,228.2,0.53,120.95,0.8604,23.8,0,2026-08-23 16:44:55.601525
576,CLASS-01,Classroom 1,2026-08-23 20:44:55,235.1,0.5,117.55,0.4028,24.3,0,2026-08-23 16:44:55.601526
577,LAB-01,Computer Laboratory 1,2026-08-23 20:44:55,229.4,1.02,233.99,1.3293,22.7,0,2026-08-23 16:44:55.601527
578,LAB-02,Computer Laboratory 2,2026-08-23 20:44:55,232.4,0.61,141.76,1.2066,22.5,0,2026-08-23 16:44:55.601528
579,LIB-01,Library,2026-08-23 20:44:55,235.0,0.66,155.1,2.1045,22.7,0,2026-08-23 16:44:55.601528
580,ADMIN-01,Administrative Office,2026-08-23 20:59:55,229.1,0.49,112.26,0.8885,23.7,0,2026-08-23 16:44:55.601529
581,CLASS-01,Classroom 1,2026-08-23 20:59:55,227.9,0.49,111.67,0.4307,24.9,0,2026-08-23 16:44:55.601530
582,LAB-01,Computer Laboratory 1,2026-08-23 20:59:55,227.3,1.17,265.94,1.3958,23.0,0,2026-08-23 16:44:55.601531
583,LAB-02,Computer Laboratory 2,2026-08-23 20:59:55,229.3,0.68,155.92,1.2456,22.9,0,2026-08-23 16:44:55.601531
584,LIB-01,Library,2026-08-23 20:59:55,233.8,1.01,236.14,2.1635,22.9,0,2026-08-23 16:44:55.601532
585,ADMIN-01,Administrative Office,2026-08-23 21:14:55,231.0,0.77,177.87,0.933,23.4,0,2026-08-23 16:44:55.601533
586,CLASS-01,Classroom 1,2026-08-23 21:14:55,231.3,0.33,76.33,0.4498,24.7,0,2026-08-23 16:44:55.601534
587,LAB-01,Computer Laboratory 1,2026-08-23 21:14:55,230.4,1.01,232.7,1.454,22.3,0,2026-08-23 16:44:55.601534
588,LAB-02,Computer Laboratory 2,2026-08-23 21:14:55,228.3,0.87,198.62,1.2953,22.7,0,2026-08-23 16:44:55.601537
589,LIB-01,Library,2026-08-23 21:14:55,228.1,0.68,155.11,2.2023,22.1,0,2026-08-23 16:44:55.601538
590,ADMIN-01,Administrative Office,2026-08-23 21:29:55,224.4,0.52,116.69,0.9622,23.0,0,2026-08-23 16:44:55.601538
591,CLASS-01,Classroom 1,2026-08-23 21:29:55,230.6,0.49,112.99,0.478,24.6,0,2026-08-23 16:44:55.601539
592,LAB-01,Computer Laboratory 1,2026-08-23 21:29:55,231.4,0.8,185.12,1.5003,22.7,0,2026-08-23 16:44:55.601540
593,LAB-02,Computer Laboratory 2,2026-08-23 21:29:55,230.1,0.81,186.38,1.3419,22.2,0,2026-08-23 16:44:55.601541
594,LIB-01,Library,2026-08-23 21:29:55,227.6,0.83,188.91,2.2495,22.2,0,2026-08-23 16:44:55.601542
595,ADMIN-01,Administrative Office,2026-08-23 21:44:55,225.7,0.84,189.59,1.0096,23.9,0,2026-08-23 16:44:55.601542
596,CLASS-01,Classroom 1,2026-08-23 21:44:55,233.3,0.37,86.32,0.4996,24.8,0,2026-08-23 16:44:55.601543
597,LAB-01,Computer Laboratory 1,2026-08-23 21:44:55,230.1,1.08,248.51,1.5624,22.8,0,2026-08-23 16:44:55.601544
598,LAB-02,Computer Laboratory 2,2026-08-23 21:44:55,227.8,0.99,225.52,1.3983,23.0,0,2026-08-23 16:44:55.601545
599,LIB-01,Library,2026-08-23 21:44:55,228.9,0.97,222.03,2.305,22.3,0,2026-08-23 16:44:55.601546
600,ADMIN-01,Administrative Office,2026-08-23 21:59:55,230.0,0.77,177.1,1.0539,23.4,0,2026-08-23 16:44:55.601546
601,CLASS-01,Classroom 1,2026-08-23 21:59:55,226.4,0.34,76.98,0.5188,24.4,0,2026-08-23 16:44:55.601547
602,LAB-01,Computer Laboratory 1,2026-08-23 21:59:55,230.0,0.96,220.8,1.6176,22.6,0,2026-08-23 16:44:55.601548
603,LAB-02,Computer Laboratory 2,2026-08-23 21:59:55,228.3,1.1,251.13,1.4611,22.3,0,2026-08-23 16:44:55.601549
604,LIB-01,Library,2026-08-23 21:59:55,230.0,0.68,156.4,2.3441,22.3,0,2026-08-23 16:44:55.601549
605,ADMIN-01,Administrative Office,2026-08-23 21:45:56,233.2,0.84,195.89,0.049,23.1,0,2026-08-23 16:45:56.426954
606,CLASS-01,Classroom 1,2026-08-23 21:45:56,228.4,0.5,114.2,0.0285,24.5,0,2026-08-23 16:45:56.426958
607,LAB-01,Computer Laboratory 1,2026-08-23 21:45:56,231.9,1.09,252.77,0.0632,22.8,0,2026-08-23 16:45:56.426960
608,LAB-02,Computer Laboratory 2,2026-08-23 21:45:56,230.9,1.06,244.75,0.0612,23.0,0,2026-08-23 16:45:56.426961
609,LIB-01,Library,2026-08-23 21:45:56,229.8,0.83,190.73,0.0477,22.0,0,2026-08-23 16:45:56.426961
610,ADMIN-01,Administrative Office,2026-08-23 22:00:56,229.0,0.86,196.94,0.0982,23.7,0,2026-08-23 16:45:56.426962
611,CLASS-01,Classroom 1,2026-08-23 22:00:56,232.6,0.55,127.93,0.0605,25.1,0,2026-08-23 16:45:56.426963
